Course Code,Course Name,Course Type,Course Category,Instructor,Slot,Division,Restriction,Credits,Description
AE 103,A historical perspective of Aerospace Engineering,Theory,Interdisciplinary STEM Course.,I - Chandra Sekher Yerramalli,"11
Fri-11B-15:30:00-16:55:00-IC 1
Tue-11A-15:30:00-16:55:00-IC 1", ,"[['2026', 'ALL'], ['Aerospace Engineering', 'ALL'], ['B.Tech.', 'ALL'], ['Allowed', 'Deny'], ['Non-Overridable', 'Non-Overridable']]",6,"PART-I : Based on inputs from CLE (LASE program) Recommended Topics: -------------------- * The scientific revolution of the 17th century -- mechanics of the craftsmen and mathematics of the scholars are fused to explain the Universe.  * The 18th century enlightenment movement and growing dominance of the scientific worldview.  * The 19th century steam engine and electric generator, and the industrial revolution. Evolutionary perspectives in geology, biology and society. The professionalization of Science and development of its secular and elite character. * The 20th century - the birth of new physics and chemistry of the atomic and subatomic world, and related technologies. The birth of computing machines, aerodynamic and space technologies. The growing knowledge of cellular and molecular biology, and human diseases. * The 21st century - the global concerns for public health and pandemics, ecological devastation and agricultural crisis, social and economic inequality, remain and continue to grow.  PART-II : 1. History of Aerospace Engineering a. Aeronautics and Aerospace – Aircrafts and Rockets b. Basic structure/geometry/terminology of aircrafts and rockets c. Basic science of flight – Number of disciplines involved in aerospace technology d. Stories of flight – Across the world e. Evolution in flying – balloons and gliders f. Flight of heavier than air object – First flight, First rockets 2. Major milestones (discoveries and inventions) and its impact on society and industrial revolution, including negative impacts on the society. a. Global milestones – First balloon flight, powered flight, V2 rockets, Supersonic flight, civilian supersonic, Shuttle flights, SPACEX etc. b. Indian milestones – First Indigenous aircraft design- HF24, LCA, ALH, SLV, PSLV, GSLV etc. 3. Evolution of ethics and practices in the discipline – Nuclear and Chemical Weapons control, Export control laws etc. 4. Important persons, their biographies, struggle, and success. a. Indian and global 5. Voices from the field (invited talks from practitioners and professionals) – Have couple of talks every semester 6. Recent and cutting edge research in the discipline 7. Prospective directions of evolution of the discipline in the near future."
AE 152,Introduction to Aerospace Engg.,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,"5
Fri-5B-08:00:00-09:25:00-
Wed-5A-08:00:00-09:25:00-", ,[],6,"Nomenclature of aircraft components. Standard atmosphere. Basic Aerodynamics : Streamlines, steady fluid motion, incompressible flow, Bernoulli""s equation,Mach number, Pressure and airspeed measurement, Boundary Layer,Reynolds number, Laminar and Turbulent flow. Airfoils and wings: pressure coefficient and lift calculation, Critical Mach number, Wave drag, Finite wings, Induced drag, Swept wings. Aircraft performance: steady level flight, Altitude effects, Absolute ceiling, steady climbing flight, Energy methods, Range and Endurance, Sustained level turn, pull-up, V-n diagram, Take off and landing. Reentry vehicles: Ballistic and Glide Reentry, Blunt body concept."
AE 153,Introduction to Aerospace Engg.,Theory,Interdisciplinary STEM Course.,I - Rajkumar Sureshchandra Pant,"5
Fri-5B-08:00:00-09:25:00-
Wed-5A-08:00:00-09:25:00-", M,[],6,"Historical Developments in Aviation, Aviation milestones, Components of an aircraft, Types of aerial vehicles. Basic Aerodynamics: Fluid dynamic equations & their basis, Ideal fluid, viscous flows, Flow past a body, Flow Separation, Generation of Lift, Drag & Moment, Non-dimensional coefficients, Airfoils & Wings, Aerofoil families, Supersonic flight, Wave Drag, Aircraft Drag Polar, Properties of atmosphere: ISA, IRA, Pressure altitude, Altimeter; Aircraft speeds TAS, EAS, CAS, IAS Types of Powerplant for aerospace vehicles, Thrust/Power and fuel flow variation with altitude & velocity. Role & Layout of structural members in an aircraft. Aircraft Performance: Steady level flight, Altitude effects, Absolute ceiling, steady climbing flight, Energy methods, Range and Endurance, Sustained level turn, pull-up,Take off and landing. Aircraft Operations: Introduction to Airports, Avionics Equipment, Precision aids, Separation minima, Air Route structure, Navigation and Guidance. Introduction to Space flight: Types of trajectories, Types of missiles, Launch vehicles, Satellites."
AE 219,Supervised Learning,Other Project,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,, ,[],6, 
AE 223,Thermodynamics and Propulsion,Theory,Interdisciplinary STEM Course.,I - Chandra Sekar Thyagarajan,"6
Fri-6B-09:30:00-10:55:00-
Wed-6A-09:30:00-10:55:00-", ,[],6,"Basic concepts: System boundary, surroundings, state, extensive and intensive properties, energy interactions, work and heat transfers, equilibrium, quasi-static and reversible processes, non- equilibrium and irreversible processes. Thermodynamic laws: Zeroth law and temperature, first law and internal energy, first law applied to flow processes, second law, entropy and absolute temperature, third law and absolute entropy, thermodynamics of simple compressible systems, energy and energy. Applications: Closed and open systems, polytropic processes, cyclic processes, Carnot cycle; Cycle analysis: Otto cycle, Diesel cycle, Joule-Brayton cycle; ideal and real cycles. Basic principles of heat transfer: conduction, convection and radiation. Introduction to aero-engine cycles: ramjets, turbojets, turbofans and turboprops/turboshafts, ideal and real cycles, and component performance."
AE 223,Thermodynamics and Propulsion,Theory,Interdisciplinary STEM Course.,I - Chandra Sekar Thyagarajan,"6
Fri-6B-09:30:00-10:55:00-
Wed-6A-09:30:00-10:55:00-", M,[],6,"Basic concepts: System boundary, surroundings, state, extensive and intensive properties, energy interactions, work and heat transfers, equilibrium, quasi-static and reversible processes, non- equilibrium and irreversible processes. Thermodynamic laws: Zeroth law and temperature, first law and internal energy, first law applied to flow processes, second law, entropy and absolute temperature, third law and absolute entropy, thermodynamics of simple compressible systems, energy and energy. Applications: Closed and open systems, polytropic processes, cyclic processes, Carnot cycle; Cycle analysis: Otto cycle, Diesel cycle, Joule-Brayton cycle; ideal and real cycles. Basic principles of heat transfer: conduction, convection and radiation. Introduction to aero-engine cycles: ramjets, turbojets, turbofans and turboprops/turboshafts, ideal and real cycles, and component performance."
AE 227,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Krishnendu Haldar,"7
Fri-7B-11:05:00-12:30:00-
Wed-7A-11:05:00-12:30:00-", ,[],6,"The course is designed to provide a foundation to the theory of elasticity and an introduction to aerospace materials and their behaviour. The course concludes with topics that provide a segue to structural analysis. The sub-topics are as follows: • Engineering statics vs solid mechanics.  • Introduction to materials and material behaviour.  • Solid as a continuum: kinematics, kinetics, constitutive relations.  • Boundary value problems in elasticity.  • Reduction of 3D to 1D structures (axial, bending, torsional members). • Introduction to failure theories."
AE 227,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Krishnendu Haldar,"7
Fri-7B-11:05:00-12:30:00-
Wed-7A-11:05:00-12:30:00-", M,[],6,"The course is designed to provide a foundation to the theory of elasticity and an introduction to aerospace materials and their behaviour. The course concludes with topics that provide a segue to structural analysis. The sub-topics are as follows: • Engineering statics vs solid mechanics.  • Introduction to materials and material behaviour.  • Solid as a continuum: kinematics, kinetics, constitutive relations.  • Boundary value problems in elasticity.  • Reduction of 3D to 1D structures (axial, bending, torsional members). • Introduction to failure theories."
AE 229,Introduction to Aerodynamics and Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,"I - Chandra Sekar Thyagarajan
I - Dhwanil Shukla
I - Nagendra Kumar
I - Prabhu Ramachandran","L
Tue-L2-14:00:00-16:55:00-", ,[],3,"Force (drag) measurement using load balance, flow visualization in water tunnel, Rubin’s tube for combustion visualization, Pitot static probe and manometer for velocity measurement"
AE 231,Introduction to Aerospace Structures and Control Laboratory,Lab,Interdisciplinary STEM Course.,"I - Hemendra Arya
I - Krishnendu Haldar","L
Fri-L4-14:00:00-16:55:00-", ,[],3,"Four experiments are planned for the common lab for UG students. The focus of these experiments is to demonstrate typical tests used to determine material characterization and structural response, strain measurement, and exposure to aircraft’s behavior. These experiments are as follows: Testing of aerospace materials under axial loading, Demonstrate ductile and brittle behavior of materials and the determination of material elastic properties and strength Testing of aerospace structures under flexural loading, Bending tests to determine structural deflection and material Young’s modulus Application of Wheatstone bridge for strain measurement, Derivation of strain and resistance variations, application of strain gauge measurement Introduction to flight simulation, trimming of aircraft for various operating points"
AE 234,Aircraft Propulsion,Theory,Interdisciplinary STEM Course.,I - Pradeep Amboor Madathil,"1
Mon-1A-09:30:00-10:25:00-
Thu-1C-09:30:00-10:25:00-
Tue-1B-09:30:00-10:25:00-", ,[],6,"Introduction to various aircraft propulsive devices: Piston-prop, Turbo-prop, Turbojet, Turbofan, Turboshaft, Vectored- thrust, Lift engines. Gas Turbine Cycles and cycle based performance analysis; 1-D and 2-D analysis of flow through gas turbine components - Intake, Compressors, Turbines, Combustion Chamber, Afterburner, and Nozzle. Compressor and Turbine blade shapes; cascade theory; radial equilibrium theory; matching of compressor and Turbine. Turbine cooling. Single spool and Multi- spool engines. Powerplant performance with varying speed and altitude. Other propulsion systems: ramjets, scramjets and pulsejets."
AE 236,Compressible Fluid Mechanics,Theory,Interdisciplinary STEM Course.,I - Aniruddha Sinha,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", ,[],6,"Review of Fundamentals. Concept of Waves in fluid, Mach waves, Compression waves, Expansion waves. Isentropic flow, Adiabatic flow, Shock waves. Stationary and Moving Normal Shocks. Oblique Shocks, Bow Shocks in 2D. Conical Shocks, Bow Shocks in 3D. Shock interactions, Shock reflection from boundaries, Shockwave Boundary Layer interaction. Prandtl-Meyer expansion fans. Shock Expansion Methods. Mach Number and Area rule, Flow through a Nozzle: Convergent Nozzle, Convergent Divergent Nozzle, Under-expanded and Over-expanded Nozzle flows. Duct flow with friction and heat addition. Shock Tubes. Supersonic and Transonic Wind tunnels. Potential flow equations. High temperature aspects of gas dynamics. Introduction to hypersonic flows"
AE 308,Control Theory,Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", ,[],6,"Introduction: Control situations & control objectives, broad control tasks, open-loop and closed-loop control concept, various types of control structures, unity negative feedback control systems, basic control actions. Two-position Control Systems: On-off control concept and action of an ideal relay, 1st and 2nd order system on-off control, effect of hysteresis on the closed-loop control performance, relay modelling. System response: Response of higher order systems to standard and generic inputs in Laplace and time domains, concept of partial fractions. System Stability: Concept of system stability and connection with its response, asymptotic and bounded-input bounded-output stability, role of characteristic roots in stability, Routh’s criterion for absolute and relative stability analysis, including unknown parameter based stability. Proportional Control Systems: Proportional control action modelling, stability and response of proportional control systems, concept of root locus and its application to proportional control system analysis. Frequency Response: Concept of frequency domain and frequency response, response representation using bode, Nyquist and Nichol’s plots, closed-loop system analysis using frequency response attributes, Nyquist stability analysis. Closed-loop Response Attributes: Transient and steady-state response concept, tracking control task and closed-loop error constants, integral control option for tracking, transient response and role of derivative action. Closed-loop Response Control Elements: PI controllers and lag compensators for tracking control tasks, PD controllers and lead compensators for transient response control tasks, PID controllers and lag-lead compensators for complex control tasks. Design of Closed-loop Control Systems: Closed-loop performance specifications, gain and phase margins as design specifications, use of root locus, Bode plots, Nyquist plots and Nichol’s plots in closed-loop control design, design rules, methodologies and guidelines for different types of control tasks."
AE 308,Control Theory,Theory,Interdisciplinary STEM Course.,I - Rohit Vishwajit Nanavati,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", M,[],6,"Introduction: Control situations & control objectives, broad control tasks, open-loop and closed-loop control concept, various types of control structures, unity negative feedback control systems, basic control actions. Two-position Control Systems: On-off control concept and action of an ideal relay, 1st and 2nd order system on-off control, effect of hysteresis on the closed-loop control performance, relay modelling. System response: Response of higher order systems to standard and generic inputs in Laplace and time domains, concept of partial fractions. System Stability: Concept of system stability and connection with its response, asymptotic and bounded-input bounded-output stability, role of characteristic roots in stability, Routh’s criterion for absolute and relative stability analysis, including unknown parameter based stability. Proportional Control Systems: Proportional control action modelling, stability and response of proportional control systems, concept of root locus and its application to proportional control system analysis. Frequency Response: Concept of frequency domain and frequency response, response representation using bode, Nyquist and Nichol’s plots, closed-loop system analysis using frequency response attributes, Nyquist stability analysis. Closed-loop Response Attributes: Transient and steady-state response concept, tracking control task and closed-loop error constants, integral control option for tracking, transient response and role of derivative action. Closed-loop Response Control Elements: PI controllers and lag compensators for tracking control tasks, PD controllers and lead compensators for transient response control tasks, PID controllers and lag-lead compensators for complex control tasks. Design of Closed-loop Control Systems: Closed-loop performance specifications, gain and phase margins as design specifications, use of root locus, Bode plots, Nyquist plots and Nichol’s plots in closed-loop control design, design rules, methodologies and guidelines for different types of control tasks."
AE 316,Aircraft Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,I - Nagendra Kumar,"L
Thu-L3-14:00:00-16:55:00-", ,[],5,"Study of aircraft engine models, basic measurement techniques inthermal, mechanical and fluid systems.Experimentation related to aerodynamics and performance ofturbomachinery (in axial flow fan set-up and in two-dimensionalcompressor/turbine cascades), fuel systems, combustion and heattransfer (convective heat transfer to geometries typical of aerospacepropulsion applications) in aerospace propulsion systems.Experiments on performance characteristics of gas turbine/jetpropulsion systems."
AE 326,Vibrations and Structural Dynamics,Theory,Interdisciplinary STEM Course.,I - Abhijit Gogulapati,"4
Thu-4B-08:00:00-09:25:00-
Tue-4A-08:00:00-09:25:00-", ,[],6,"Single degree of freedom system vibrations, Free and Forced Undamped and Damped Vibrations. Periodic and General Excitations: Duhamel Integral Approach. Introduction to Vibration Isolation. Discrete systems with multiple degrees of freedom, elastic and inertia coupling, Natural frequencies and modes, free vibration response, Orthogonality of natural modes, modal analysis, Forced vibration response, special and general cases of damping, matrix formulations, solution of the Eigen Value problem. Vibration of continuous systems, differential equations and boundary conditions, Free and forced longitudinal, flexural and torsional vibrations of one-dimensional structures, Elements of analytical dynamics, generalized coordinates, Principle of Virtual Work, Hamilton Principle, Lagrange equations, Applications. Modal analysis. Approximate methods based on Lagrange equation and assumed modes. Structural damping."
AE 339,High Speed Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Vineeth Nair,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", ,[],6,"Introduction: Conservation laws, equivalence of momentum and energy equations, isentropic flow, speed of sound, Mach waves, static and stagnation conditions Subsonic compressible flow past airfoils, linearized velocity potential equation, Prandtl-Glauert compressibility corrections, critical Mach number, drag divergence Mach number, effect of sweep, supercritical airfoils, area rule Supersonic flows: Stationary and moving normal shock waves, Pitot probes in compressible flows, oblique shocks, shock interactions, shock reflection from boundaries, shockwave-boundary layer interaction, Prandtl-Meyer expansion fans, interaction of expansion waves, reflection of expansion waves from boundaries, shock-expansion wave interaction, unsteady expansion waves superpositions; Transonic flow past unswept airfoils, transonic similarity rules, numerical methods in transonic flows, supersonic flow past airfoils, linearized supersonic flow, shock expansion method, supersonic flow over wings, subsonic/supersonic leading edge. Internal aerodynamics: Mach Number and area relationship, critical conditions, convergent nozzles, convergent-divergent nozzles, under- and over-expanded nozzle flows, convergent-divergent supersonic diffusers, supersonic wind tunnels, shock tubes Hypersonic flows: Introduction to hypersonic flows, real gas effects, Newtonian theory, lift and drag in hypersonic flows, hypersonic shockwave relations, Mach number independence"
AE 339,High Speed Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Vineeth Nair,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", M,[],6,"Introduction: Conservation laws, equivalence of momentum and energy equations, isentropic flow, speed of sound, Mach waves, static and stagnation conditions Subsonic compressible flow past airfoils, linearized velocity potential equation, Prandtl-Glauert compressibility corrections, critical Mach number, drag divergence Mach number, effect of sweep, supercritical airfoils, area rule Supersonic flows: Stationary and moving normal shock waves, Pitot probes in compressible flows, oblique shocks, shock interactions, shock reflection from boundaries, shockwave-boundary layer interaction, Prandtl-Meyer expansion fans, interaction of expansion waves, reflection of expansion waves from boundaries, shock-expansion wave interaction, unsteady expansion waves superpositions; Transonic flow past unswept airfoils, transonic similarity rules, numerical methods in transonic flows, supersonic flow past airfoils, linearized supersonic flow, shock expansion method, supersonic flow over wings, subsonic/supersonic leading edge. Internal aerodynamics: Mach Number and area relationship, critical conditions, convergent nozzles, convergent-divergent nozzles, under- and over-expanded nozzle flows, convergent-divergent supersonic diffusers, supersonic wind tunnels, shock tubes Hypersonic flows: Introduction to hypersonic flows, real gas effects, Newtonian theory, lift and drag in hypersonic flows, hypersonic shockwave relations, Mach number independence"
AE 341,Flight Mechanics of Aircrafts and Spacecrafts,Theory,Interdisciplinary STEM Course.,I - Rohit Gupta,"3
Mon-3A-11:35:00-12:30:00-
Thu-3C-11:35:00-12:30:00-
Tue-3B-11:35:00-12:30:00-", ,[],6,"Essential features of aircraft and spacecraft operations and flight. Basics of static equilibrium and stability of aircrafts (longitudinal, lateral, and roll). A concise introduction to dynamics of rigid bodies (inertia, parameterization of rotation). Elements of aircraft flight dynamics, including stability derivatives and maneuvers. Spacecraft attitude dynamics Orbits in two dimensions Orbits in three dimensions Orbital maneuvers"
AE 341,Flight Mechanics of Aircrafts and Spacecrafts,Theory,Interdisciplinary STEM Course.,I - Rohit Gupta,"3
Mon-3A-11:35:00-12:30:00-
Thu-3C-11:35:00-12:30:00-
Tue-3B-11:35:00-12:30:00-", M,[],6,"Essential features of aircraft and spacecraft operations and flight. Basics of static equilibrium and stability of aircrafts (longitudinal, lateral, and roll). A concise introduction to dynamics of rigid bodies (inertia, parameterization of rotation). Elements of aircraft flight dynamics, including stability derivatives and maneuvers. Spacecraft attitude dynamics Orbits in two dimensions Orbits in three dimensions Orbital maneuvers"
AE 343,Aerodynamics Laboratory,Lab,Interdisciplinary STEM Course.,"A - Aniruddha Sinha
A - Viren I. Menezes
I - Vineeth Nair","L
Mon-L1-14:00:00-16:55:00-", ,[],3,"Types of low-speed wind tunnels and their characteristics, suction and blowdown tunnels, closed and open jet tunnels, Pitot probes and velocity measurement, characteristics of a planar jet flow, self-similarity, boundary layer flow over a flat plate, estimation of displacement and momentum thicknesses and shape factor, locating laminar, transitional and turbulent boundary layers, flow past airfoil and measurement of pressure drag, estimation of drag by wake survey method, measurement of unsteady flow using hot-wire anemometer, shock tube measurements, incident and reflected shock waves."
AE 344,Aero Propulsion,Theory,Interdisciplinary STEM Course.,I - Hrishikesh Gadgil,"4
Thu-4B-08:00:00-09:25:00-
Tue-4A-08:00:00-09:25:00-", ,[],6,"Introduction to various aircraft propulsive devices: Piston-prop, Turbo-prop, Turbojet, Turbofan, Turboshaft, Vectored- thrust, Lift engines.  Gas Turbine Cycles and cycle based performance analysis; 1-D and 2-D analysis of flow through gas turbine components - Intake, Compressors, Turbines, Combustion Chamber, Afterburner, and Nozzle. Other propulsion systems: ramjets, scramjets and pulsejets Introduction to various rocket engine concepts: thrust equation, Rocket Performance parameters Mission analysis, and Multi-staging Nozzle theory, combustion of propellants, thrust vectroing. Rocket vehicles: Solid propellant rockets, liquid propellant rockets, electric thrusters: Concepts, constructional features, propellants"
AE 344,Aero Propulsion,Theory,Interdisciplinary STEM Course.,I - Hrishikesh Gadgil,"4
Thu-4B-08:00:00-09:25:00-
Tue-4A-08:00:00-09:25:00-", M,[],6,"Introduction to various aircraft propulsive devices: Piston-prop, Turbo-prop, Turbojet, Turbofan, Turboshaft, Vectored- thrust, Lift engines.  Gas Turbine Cycles and cycle based performance analysis; 1-D and 2-D analysis of flow through gas turbine components - Intake, Compressors, Turbines, Combustion Chamber, Afterburner, and Nozzle. Other propulsion systems: ramjets, scramjets and pulsejets Introduction to various rocket engine concepts: thrust equation, Rocket Performance parameters Mission analysis, and Multi-staging Nozzle theory, combustion of propellants, thrust vectroing. Rocket vehicles: Solid propellant rockets, liquid propellant rockets, electric thrusters: Concepts, constructional features, propellants"
AE 345,Aircraft Propulsion Laboratory,Lab,Interdisciplinary STEM Course.,I - Nagendra Kumar,"L
Thu-L3-14:00:00-16:55:00-", ,[],3,"Study of gas turbine cycle and engine operation characteristics, Flow through nozzle – pressure distribution and thrust measurement, Characteristics of impulse and reaction turbine, Measurement of laminar flame speed, Fuel injection system"
AE 419,Supervised Learning,Other Project,Interdisciplinary STEM Course.,"I - Deepak Prakash Kumar
I - Rohit Vishwajit Nanavati",, ,[],6, 
AE 429,Aircraft Design Project,Lab,Interdisciplinary STEM Course.,"A - Ganapathi Bhat
I - Avijit Chatterjee","7
Fri-7B-11:05:00-12:30:00-
Wed-7A-11:05:00-12:30:00-", ,[],6,"Students complete a group project involving conceptual design of an aircraft, whilemeeting some stated requirements.The group project is aimed to achieve the following learning goals for the students:1. To provide hands-on experience related to Aircraft Design,2. To be able to plan and execute a multi-disciplinary design task,3. To be able to successfully present the results of the design task verbally and inthe form of a report and drawings,4.To learn to work efficiently in a group and as a member of the group."
AE 493,BTP - I,Other Project,Interdisciplinary STEM Course.,I - Arnab Maity,, ,[],6, 
AE 494,BTP - II,Other Project,Interdisciplinary STEM Course.,I - Vineeth Nair,, ,[],12, 
AE 616,Gas Dynamics,Theory,Interdisciplinary STEM Course.,I - Aniruddha Sinha,"2
Mon-2A-10:35:00-11:30:00-
Thu-2C-10:35:00-11:30:00-
Tue-2B-10:35:00-11:30:00-", ,[],6,Basic equation of motion. Small perturbation methods in subsonic and supersonic flows. Similarity rules in high speed flows. Transonic flows. Normal and oblique shocks. Conical flow. Flow in ducts of variable cross section. Method of characteristics and design of supersonic nozzles. Viscous effects in compressible flow. Hypersonic flows.
AE 623,Computing of Turbulent Flows,Theory,Interdisciplinary STEM Course.,I - Krishnendu Bimalendu Sinha,"6
Fri-6B-09:30:00-10:55:00-
Wed-6A-09:30:00-10:55:00-", ,[],6,"Basics fluid dynamic processes: Convection, viscous diffusion, dissipation, heat conduction, conservation equations, tensor form, constitutive relations. Turbulent flows: examples, comparison with laminar flows, mean properties and fluctuations, correlation between fluctuations. Direct numerical simulation: grid resolution for a range of length scales, DNS results for turbulent statistics, DNS data used for model evaluation. Large eddy simulation: filtered conservation equations, subgrid scale stresses, SGS models, computational requirement. Reynolds averaged Navier Stokes simulation: temporal, spatial and ensemble averaging, Reynolds averaged conservation equations, flow processes: convection, viscous diffusion, turbulent diffusion. Reynolds stress tensor: physical interpretation, closure problem, eddy viscosity model, non-linear models, model calibration. Turbulent kinetic energy: exact transport equation, modelled conservation equation, physical processes: production, dissipation, molecular and turbulent diffusion. Turbulent boundary layer: viscous sublayer, log layer and defect layer. Displacement and momentum thickness. Compressible free shear layers: convective Mach number, growth rate, compressibility corrections. Shock-boundary layer interaction: turbulence amplification by shock, limitation of existing models, shock-unsteadiness effects, comparison with DNS. Applications: scramjet inlets, rocket nozzles, wing-body junctions."
AE 625,Particle Methods for Fluid Flow Simulation,Theory,Interdisciplinary STEM Course.,I - Prabhu Ramachandran,"3
Mon-3A-11:35:00-12:30:00-
Thu-3C-11:35:00-12:30:00-
Tue-3B-11:35:00-12:30:00-", ,[],6,"he course elaborates particle methods with an emphasis on fluid flow simulation. The course broadly introduces the student to the vortex method, the method of Smoothed Particle Hydrodynamics (SPH) and Direct Simulation Monte-Carlo (DSMC). The following topics will be covered.A brief introduction to vortex dynamics and the basic laws of vorticity. An introduction to inviscid vortex methods for 2D simulation with applications to a few sample problems including the numerical simulation of vortex sheet rollup. Brief introduction to panel methods and their applications in the context of vortex methods. An overview of various viscous vortex methods and their application in simulating 2D, incompressible, viscous fluid flow problems. Introduction to the Fast Multipole Method (FMM) and other fast algorithms for particle simulation. 3D vortex methods: vortex filaments and vortex particles. Introduction to the method of Smoothed Particle Hydrodynamics (SPH). Applications of the SPH. An introduction to the Direct Simulation Monte-Carlo method and its applications."
AE 641,Introduction to Navigation and Guidance,Theory,Interdisciplinary STEM Course.,I - Arnab Maity,"9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", ,[],6,"Introduction: Fundamentals of Navigation, Historical Perspective and Stellar Navigation Concept Basic Navigation Strategies: Radio and Radar based Navigation Systems, Inertial Navigation System (INS) Modern Navigation Methods: Global Positioning System (GPS) based Navigational Aids, INS-GPS based Navigation and Other Specialized Navigation Systems Concept of Guidance: Fundamentals of Guidance, Concepts of Intercept Geometry, Line of Sight and Collision Triangle Basic Guidance Strategies: Proportional Navigation & Guidance (PNG) and Determination of Miss Distance, Augmented PNG and its comparison with PNG Advanced Guidance Methods: Command to LOS & Beam Rider Guidance, Pulsed and Lambert`s Guidance Special Topics: Tactical Vs. Strategic Considerations in Guidance, Target maneuver"
AE 649,Finite Element Method,Theory,Interdisciplinary STEM Course.,I - Chandra Sekher Yerramalli,"9
Mon-9A-15:30:00-16:55:00-
Thu-9B-15:30:00-16:55:00-", ,[],6,"Basics of finite element method; The standard discrete system; Variational methods of approximation: Rayleigh-Ritz method and Method of Weighted Residuals; Problems in Linear Elasticity; Variational Forms and WeakForms of Finite Element Approximation: 1-D Problems (bar, Euler-Bernoulli beam, Timoshenko beam);Discussion on shear locking problem; Constraint equations; Standard 2- and 3 dimensional finite elements;Isoparametric elements; Nonconforming elements; Numerical integration; Reduced integration; Numerical errorsand convergence; Introduction to finite element method in dynamics and vibrations; Computer implementation ofthe finite element models."
AE 650,Mini Project,Other Project,Interdisciplinary STEM Course.,I - Nagendra Kumar,, ,[],6,• This is a supervised learning program whereby the student is expected to solve a problem of practical interest using modern tools.
AE 653,Engineering Mathematics,Theory,Interdisciplinary STEM Course.,I - Vasudeva Raghavendra Kowsik Bodi,"3
Mon-3A-11:35:00-12:30:00-
Thu-3C-11:35:00-12:30:00-
Tue-3B-11:35:00-12:30:00-", ,[],6,"• Basics of Vectors and Matrices: definition of vector spaces; dimension of spaces, matrices as transformations between coordinate spaces • System of Linear Equations: rank, range and null space, eigenvalues, eigenvectors • Data Analysis: Mean, Variance, Std. Dev, Auto/Cross-Correlation, Probability Distribution Functions, Moments • Fourier Series, Transform, I & II order Ordinary Differential Equations (ODEs), Simple Partial Differential Equations: Hyperbolic (Wave equation, I & II-order), Parabolic (1-D Transient Conduction), Elliptic (1-D, 2-D Steady-State Conduction) • Systems of Differential Equations: Basic concepts and theory, Phase plane, Critial points, Stability • Basic Vector Calculus: Operators, Gauss, Stokes Theorems etc., gradient, divergence operators in cylindrical and spherical coordinates • Fixed-point iteration, Root-finding, Interpolation, Curve-fitting (Least-squares), Numerical Differentiation (Finite Differences), Quadrature • Numerical Solution of ODEs: Euler, Runge-Kutta Methods, Stability Limits • Finite Difference and Finite Volume approaches to solving PDEs (Heat Equation)"
AE 667,Rotary Wing Aerodynamics,Theory,Interdisciplinary STEM Course.,I - Dhwanil Shukla,"4
Thu-4B-08:00:00-09:25:00-
Tue-4A-08:00:00-09:25:00-", ,[],6,"Introduction (importance, challenges, definition of terms); Hover prediction methods (momentum theory, blade element theory, blade element momentum theory, vortex theory); Vertical descent of rotors, Coning angle & Lock number; Forward flight prediction methods (performance, blade dynamics); Helicopter performance prediction (endurance, range, speed, power); Advanced topics (reverse flow, dynamic Stall, compound helicopters)"
AE 683,Fluid Dynamics,Theory,Interdisciplinary STEM Course.,I - Nagendra Kumar,"12
Mon-12A-17:05:00-18:00:00-
Thu-12C-17:05:00-18:00:00-
Tue-12B-17:05:00-18:00:00-", ,[],6,"• Kinematics & Vorticity • Conservation Laws Mass, Momentum and Energy • Irritational flow theory • Viscous Flows Flow in a Channel/Duct Boundary layers • Turbulence Idea of a cascade, energy spectrum Closure Problem, Reynolds Averaging Modeling approaches: DNS, LES, RANS • Compressible Flows 1-D flows: friction, heat addition, normal shocks Quasi 1-D flows: C-D nozzle flows Oblique Shocks, Expansion Waves • Heat and Mass Transfer Modes of Heat transfer: Conduction, Convection & Radiation Laws of Heat transfer, Parameters governing heat transfer Fick’s law of mass diffusion Analogy between heat and mass transfer"
