Course Code,Division,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,II,NP,PP,Total
ME 228,S1,13.0,18.0,,2.0,27.0,21.0,14.0,5.0,6.0,,4.0,,,,110
ME 228,S2,6.0,25.0,2.0,,26.0,23.0,8.0,4.0,2.0,,4.0,2.0,,,102
ME 230,S1,10.0,11.0,1.0,,11.0,9.0,8.0,6.0,6.0,,4.0,,,,66
ME 230,S2,8.0,13.0,,,13.0,8.0,5.0,6.0,3.0,,10.0,2.0,,,68
ME 230,S3,13.0,13.0,,,9.0,10.0,3.0,7.0,3.0,3.0,,2.0,,,63
ME 310,S1,21.0,12.0,1.0,,8.0,3.0,5.0,3.0,1.0,,4.0,,,,58
ME 310,S2,24.0,10.0,,,10.0,10.0,,,,,,,,,54
ME 310,S3,24.0,10.0,,,9.0,6.0,,1.0,,,2.0,,,,52
ME 310,S4,22.0,12.0,,,6.0,4.0,5.0,4.0,1.0,,,,,,54
ME 312,Main,3.0,27.0,,,40.0,51.0,52.0,29.0,13.0,,7.0,,,,222
ME 315,Main,4.0,7.0,,,,,1.0,,1.0,,1.0,,,,14
ME 318,S1,11.0,16.0,4.0,,15.0,16.0,22.0,11.0,7.0,,3.0,,,,105
ME 318,S2,7.0,26.0,1.0,,16.0,23.0,18.0,10.0,3.0,,4.0,,,,108
ME 360,Main,4.0,3.0,,,7.0,7.0,1.0,1.0,,,,,,,23
ME 370,Main,,,,,,2.0,1.0,,,,,,,,3
ME 372,S1,43.0,52.0,,,7.0,1.0,,2.0,1.0,,1.0,,,,107
ME 372,S2,38.0,52.0,,,12.0,2.0,1.0,,2.0,,4.0,,,,111
ME 412,Main,3.0,1.0,,,2.0,,,,,,,,,,6
ME 415,Main,6.0,11.0,,,6.0,3.0,3.0,1.0,1.0,,3.0,,,,34
ME 441,S1,4.0,36.0,,,46.0,17.0,6.0,2.0,1.0,,2.0,,,,114
ME 441,S2,,21.0,,,34.0,37.0,12.0,3.0,,,3.0,,,,110
ME 444,S1,8.0,13.0,,,26.0,27.0,14.0,7.0,,4.0,1.0,,,,100
ME 444,S2,18.0,22.0,1.0,,20.0,13.0,15.0,6.0,2.0,,1.0,1.0,,,99
ME 472,Main,6.0,5.0,,1.0,1.0,2.0,5.0,,1.0,,,,,,21
ME 496,Main,21.0,7.0,,,2.0,,,,,,1.0,,,,31
ME 604,Main,13.0,12.0,,1.0,35.0,15.0,15.0,6.0,12.0,,6.0,,,,116
ME 604,M,,1.0,,,9.0,3.0,10.0,3.0,2.0,,,,,,28
ME6103,Main,3.0,4.0,,,1.0,2.0,,,,,,,,,10
ME6109,Main,8.0,5.0,,,5.0,4.0,2.0,1.0,1.0,,1.0,,,,27
ME6114,Main,19.0,32.0,,1.0,40.0,39.0,30.0,28.0,24.0,,21.0,,,,235
ME6116,Main,3.0,2.0,,,2.0,4.0,1.0,,,,,,,,12
ME6118,Main,1.0,2.0,,,2.0,5.0,2.0,1.0,,,,,,,13
ME 613,Main,2.0,5.0,,3.0,6.0,4.0,3.0,3.0,,,6.0,,,,32
ME 616,Main,1.0,1.0,,,6.0,2.0,1.0,,1.0,,2.0,1.0,,,16
ME 621,Main,3.0,,,,4.0,5.0,1.0,2.0,4.0,,7.0,,,,26
ME 637,Main,2.0,7.0,,,9.0,7.0,3.0,,,,1.0,,,,29
ME 643,Main,1.0,8.0,,,4.0,1.0,1.0,,,,,,,,15
ME 653,Main,2.0,2.0,,,2.0,,1.0,,,,1.0,,,,9
ME 657,Main,18.0,16.0,,,12.0,3.0,1.0,1.0,1.0,,4.0,,,,58
ME 673,Main,13.0,15.0,,,30.0,21.0,27.0,5.0,2.0,,,2.0,,,115
ME 677,Main,5.0,3.0,,,10.0,2.0,2.0,1.0,,,1.0,,,,24
ME 678,Main,1.0,2.0,,1.0,2.0,2.0,,,,,1.0,,,,9
ME 680,Main,3.0,5.0,,2.0,8.0,5.0,3.0,3.0,1.0,,2.0,,,,33
ME 683,Main,7.0,4.0,,,5.0,1.0,,3.0,,,,,,,21
ME 684,Main,2.0,12.0,,2.0,8.0,4.0,6.0,2.0,,,5.0,,,,42
ME 691,Main,6.0,,,,,,,,,,,,,,6
ME 694,Main,29.0,22.0,,,13.0,3.0,1.0,1.0,,,7.0,2.0,,,79
ME7001,Main,18.0,5.0,,,4.0,,3.0,3.0,,,6.0,,,,39
ME 701,Main,5.0,4.0,,,7.0,1.0,1.0,1.0,,,,,,,19
ME 721,Main,7.0,12.0,,,2.0,2.0,2.0,,,,,,,,25
ME 730,Main,1.0,1.0,,,3.0,,,,1.0,,,,,,6
ME 734,Main,1.0,6.0,,,6.0,3.0,1.0,,,,4.0,,,,21
ME 747,Main,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,8
ME 750,Main,7.0,7.0,,,4.0,5.0,2.0,,,,1.0,1.0,,,27
ME 754,Main,23.0,26.0,,,21.0,11.0,9.0,9.0,3.0,,11.0,,,,113
ME 768,Main,7.0,16.0,,,22.0,12.0,7.0,2.0,,,3.0,,,,69
ME 769,Main,8.0,4.0,,,10.0,3.0,12.0,9.0,9.0,,5.0,,,,62
ME 772,Main,7.0,8.0,1.0,,7.0,8.0,10.0,5.0,3.0,,3.0,,,,52
ME 783,Main,1.0,1.0,,,,,,,,,,,,,2
ME 790,Main,4.0,4.0,,2.0,4.0,4.0,1.0,,,,,,,,19
ME 794,Main,3.0,10.0,,1.0,14.0,8.0,7.0,2.0,,,,,,,45
ME 794,M,,,,,6.0,4.0,2.0,,,,,,,,12
ME 800,Main,6.0,7.0,,,9.0,2.0,,,1.0,,,,,,25
ME 802,Main,5.0,8.0,,1.0,15.0,7.0,2.0,1.0,1.0,,1.0,1.0,,,42
ME 899,Main,,,,,,,,,,,,,1.0,21.0,22
MES801,Main,11.0,8.0,,,1.0,,1.0,,,,1.0,,,,22
MS 101,P13,29.0,47.0,,,10.0,2.0,,1.0,,,,,,,89
MS 101,P14,35.0,45.0,,,14.0,9.0,4.0,3.0,,,,,,,110
MS 101,P15,8.0,49.0,,,25.0,13.0,,3.0,1.0,,,1.0,,,100
MS 101,P16,1.0,46.0,,,34.0,11.0,2.0,,2.0,,,,,,96
MS 101,P19,32.0,37.0,,,13.0,10.0,1.0,1.0,,,,,,,94
MS 101,P20,22.0,39.0,,,15.0,5.0,3.0,1.0,1.0,,,,,,86
MS 101,P21,5.0,32.0,,,35.0,10.0,2.0,1.0,,,,,,,85
MS 101,P22,3.0,37.0,,,29.0,13.0,2.0,,1.0,,,1.0,,,86
IWE702,Main,5.0,,,,39.0,,1.0,,,,,,,,45
IWE703,Main,14.0,,,,29.0,,,,,,,2.0,,,45
IWE704,Main,3.0,7.0,,,27.0,4.0,2.0,,,,,,,,43
IWE705,Main,9.0,,,,34.0,,,,,,,,,,43
IWE706,Main,10.0,,,,36.0,,,,,,,,,,46
IWE710,Main,10.0,,,,29.0,,6.0,,,,,,,,45
IWE711,Main,13.0,,,,32.0,,,,,,,,,,45
IWE712,Main,10.0,,,,35.0,,,,,,,,,,45
IWE714,Main,9.0,,,,36.0,,,,,,,,,,45
IWE715,Main,13.0,,,,32.0,,,,,,,,,,45
IWE719,Main,9.0,,,,35.0,,,,,,,,,,44
IWE721,Main,9.0,,,,35.0,,,,,,,,,,44
IWE722,Main,19.0,,,,25.0,,,,,,,,,,44
IWE726,Main,11.0,,,,25.0,,9.0,,,,,1.0,,,46
MG 406,M,3.0,2.0,,,5.0,6.0,1.0,16.0,2.0,3.0,,,,,38
MGS801,Main,3.0,7.0,,,2.0,1.0,,,,,,,,,14
MGS802,Main,4.0,2.0,,,,1.0,1.0,,,,,,,,8
SOM101,S1,8.0,12.0,,,42.0,29.0,12.0,,,,,,,,103
SOM101,S2,24.0,33.0,,,42.0,32.0,7.0,6.0,9.0,1.0,,,,,154
SOM612,Main,16.0,72.0,,,39.0,3.0,,,1.0,,,,,,131
SOM613,Main,9.0,33.0,,,41.0,35.0,9.0,,,,,,,,128
SOM614,Main,11.0,23.0,,,65.0,29.0,5.0,1.0,,,,,,,134
SOM615,Main,6.0,9.0,,,25.0,27.0,37.0,18.0,8.0,,,,,,130
SOM616,Main,9.0,31.0,,,64.0,25.0,,,,,,,,,129
SOM617,Main,13.0,48.0,,,31.0,30.0,11.0,,,,,,,,133
SOM618,Main,1.0,9.0,,,19.0,41.0,44.0,15.0,6.0,,,,,,135
SOM619,Main,8.0,28.0,1.0,,36.0,30.0,22.0,6.0,3.0,,,,,,134
SOM621,Main,10.0,31.0,,,45.0,38.0,6.0,2.0,1.0,,1.0,,,,134
SOM623,Main,20.0,12.0,,,1.0,1.0,1.0,,,,,,,,35
SOM633,Main,3.0,8.0,,1.0,13.0,7.0,3.0,2.0,1.0,,,,,,38
SOM636,Main,7.0,12.0,,,19.0,18.0,5.0,,,,,,,,61
SOM643,Main,6.0,5.0,,,27.0,12.0,6.0,,2.0,,,,,,58
SOM649,Main,2.0,5.0,,,7.0,1.0,1.0,,,,,,,,16
SOM652,Main,6.0,17.0,,1.0,16.0,12.0,6.0,1.0,3.0,,2.0,,,,64
SOM660,Main,3.0,7.0,,,8.0,3.0,1.0,,,,,,,,23
SOM664,Main,3.0,14.0,,,29.0,11.0,2.0,,,,,,,,59
SOM680,Main,2.0,29.0,,,24.0,3.0,1.0,,,,,,,,59
SOM691,Main,7.0,19.0,,,20.0,13.0,6.0,,,,,,,,65
SOM693,Main,14.0,20.0,,,28.0,7.0,,,,,,,,,69
SOM700,Main,14.0,29.0,,,10.0,15.0,,,,,,,,,68
SOM707,Main,1.0,4.0,,,6.0,2.0,3.0,,,,,,,,17
SOM712,Main,11.0,19.0,,,20.0,11.0,,,,,,,,,61
SOM717,Main,5.0,13.0,,,18.0,6.0,8.0,1.0,,,,,,,51
SOM722,Main,11.0,21.0,,,24.0,9.0,5.0,,,,,,,,70
SOM725,Main,8.0,23.0,,,21.0,7.0,,,,,,,,,59
SOM728,Main,13.0,17.0,,,22.0,10.0,2.0,,,,,,,,64
SOM744,Main,2.0,4.0,,,7.0,10.0,6.0,2.0,1.0,,,,,,32
SOM793,Main,,,,,,1.0,,,,,,,,,1
SOM794,Main,,1.0,,,,,,,,,,,,,1
SOM802,Main,1.0,,,,,,,,,,,,,,2
SOM809,Main,2.0,,,,,,,,,,,,,,2
SOM813,Main,2.0,2.0,,,1.0,,,,,,,,,,5
MMM694,Main,4.0,3.0,,,1.0,1.0,1.0,,,,,1.0,,,11
MM 105,Main,11.0,13.0,2.0,,35.0,28.0,17.0,11.0,3.0,7.0,,2.0,,,129
MM 210,S1,7.0,17.0,,,12.0,8.0,7.0,9.0,9.0,,2.0,,,,71
MM 210,S2,19.0,12.0,,,13.0,9.0,9.0,2.0,3.0,,1.0,,,,68
MM 218,Main,24.0,17.0,,,23.0,9.0,16.0,21.0,15.0,3.0,8.0,,,,136
MM 218,S2,,,,,,,,,,,,,,,136
MM 222,Main,14.0,34.0,,,20.0,30.0,19.0,8.0,,,4.0,6.0,,,135
MM 224,Main,23.0,59.0,,,19.0,13.0,5.0,3.0,3.0,,2.0,1.0,,,128
MM 226,Main,16.0,12.0,,,1.0,,,,,,1.0,,,,30
MM 320,Main,,,,,1.0,2.0,,1.0,2.0,,,,,,6
MM 322,Main,,,,,2.0,1.0,,,,,,,,,3
MM 324,Main,13.0,13.0,2.0,,14.0,29.0,17.0,9.0,7.0,,20.0,,,,124
MM 337,Main,26.0,17.0,,,40.0,22.0,2.0,9.0,5.0,,,3.0,,,124
MM 357,Main,,1.0,,,1.0,3.0,,2.0,3.0,,2.0,,,,12
MM 396,Main,,,,,,1.0,2.0,,,,,3.0,,,6
MM 406,Main,5.0,2.0,,,2.0,,,,,,,,,,9
MM 408,Main,4.0,2.0,,,1.0,2.0,3.0,2.0,2.0,,,,,,16
MM 426,Main,16.0,42.0,,,43.0,30.0,8.0,2.0,2.0,,,2.0,,,145
MM 448,Main,18.0,62.0,,,45.0,9.0,,,,,,2.0,,,136
MM 454,Main,17.0,18.0,2.0,1.0,23.0,26.0,31.0,20.0,7.0,,3.0,1.0,,,149
MM 456,Main,1.0,1.0,,1.0,4.0,3.0,2.0,4.0,1.0,,1.0,,,,18
MM 462,Main,3.0,21.0,,,41.0,35.0,17.0,10.0,7.0,,3.0,1.0,,,138
MM 492,Main,5.0,2.0,,,4.0,1.0,1.0,1.0,,,1.0,2.0,,,17
MM 494,Main,3.0,1.0,,,1.0,,,,,,,,,,5
MM6002,Main,5.0,3.0,,1.0,1.0,3.0,2.0,1.0,,,,,,,16
MM6102,Main,5.0,5.0,,5.0,6.0,3.0,2.0,,,,,1.0,,,27
MM 612,Main,20.0,4.0,,,,,,,,,,,,,24
MM 618,Main,17.0,11.0,1.0,,12.0,9.0,1.0,1.0,,,2.0,,,,54
MM 622,Main,6.0,11.0,,5.0,8.0,,2.0,1.0,,,,,,,33
MM 624,Main,5.0,8.0,,4.0,10.0,3.0,,,,,1.0,,,,31
MM 626,Main,29.0,14.0,,,12.0,4.0,9.0,8.0,2.0,,8.0,4.0,,,90
MM 638,Main,5.0,2.0,,,3.0,,,,,,,,,,10
MM 642,Main,24.0,9.0,,,5.0,2.0,10.0,3.0,,,,,,,53
MM 650,Main,4.0,5.0,,,5.0,4.0,1.0,,,,4.0,,,,23
MM 652,Main,2.0,2.0,,,2.0,3.0,1.0,,,,,,,,10
MM 656,Main,29.0,30.0,2.0,,23.0,12.0,2.0,2.0,2.0,,1.0,1.0,,,104
MM 668,Main,1.0,2.0,,,,,,,,,,,,,3
MM 674,Main,18.0,21.0,,2.0,15.0,4.0,9.0,2.0,1.0,,,1.0,,,73
MM 677,Main,15.0,18.0,,,9.0,8.0,10.0,1.0,2.0,,4.0,,,,67
MM 684,Main,4.0,9.0,,,5.0,1.0,2.0,1.0,,,,2.0,,,24
MM 691,Main,2.0,1.0,,,,,,,,,,,,,3
MM 694,Main,17.0,18.0,,,10.0,3.0,1.0,,1.0,2.0,,,,,52
MM 700,Main,7.0,10.0,,2.0,8.0,9.0,4.0,1.0,,,4.0,,,,45
MM 712,Main,3.0,5.0,,,2.0,3.0,,,,,,,,,13
MM 718,Main,3.0,2.0,,,,,,,,,2.0,,,,7
MM 720,Main,1.0,1.0,,,5.0,,2.0,,,,,,,,9
MM 723,Main,2.0,2.0,,,,2.0,,,,,,,,,6
MM 739,Main,9.0,11.0,1.0,3.0,11.0,23.0,11.0,17.0,8.0,,9.0,,,,103
MM 739,M,1.0,,,,,,,,,,,,,,1
MM 749,Main,2.0,,,1.0,2.0,,2.0,,2.0,,2.0,,,,11
MM 753,Main,2.0,,,,,,,,,,,,,,2
MM 756,Main,14.0,2.0,,1.0,6.0,7.0,1.0,,,1.0,,,,,32
MM 801,Main,5.0,6.0,,,3.0,,,,,,,,,,14
MM 899,Main,,,,,,,,,,,,,1.0,27.0,28
MMS802,Main,8.0,,,,1.0,,1.0,,,,,1.0,,,11
PH 110,D1,2.0,7.0,1.0,,19.0,17.0,23.0,21.0,2.0,5.0,,1.0,,,98
PH 110,D2,3.0,6.0,1.0,,13.0,9.0,7.0,13.0,3.0,3.0,,,,,58
PH 110,D3,2.0,8.0,,,33.0,45.0,29.0,23.0,6.0,3.0,,2.0,,,151
PH 110,D4,27.0,51.0,10.0,,86.0,61.0,56.0,30.0,2.0,2.0,,4.0,,,329
PH 111,Main,25.0,53.0,1.0,,69.0,45.0,36.0,21.0,19.0,,4.0,1.0,,,274
PH 112,Main,,,,,,,,,2.0,,,,,,2
PH 117,P1,7.0,11.0,,,29.0,12.0,7.0,7.0,4.0,2.0,,1.0,,,80
PH 117,P10,21.0,18.0,,,10.0,9.0,13.0,7.0,3.0,,,1.0,,,82
PH 117,P2,15.0,24.0,,,18.0,7.0,11.0,4.0,7.0,,,1.0,,,87
PH 117,P3,14.0,25.0,,,15.0,13.0,11.0,3.0,5.0,1.0,,1.0,,,88
PH 117,P4,20.0,20.0,,,19.0,8.0,8.0,4.0,8.0,,,,,,87
PH 117,P7,10.0,22.0,,,24.0,12.0,4.0,3.0,4.0,,,,,,79
PH 117,P8,6.0,18.0,,,14.0,19.0,10.0,6.0,7.0,,,2.0,,,82
PH 117,P9,10.0,19.0,,,22.0,13.0,7.0,6.0,4.0,,,,,,81
PH 207,Main,,1.0,,,,,,,,,,,,,1
PH 216,Main,4.0,5.0,,,9.0,10.0,11.0,9.0,8.0,,,4.0,,,60
PH 222,Main,21.0,10.0,,,12.0,15.0,,,,,2.0,,,,60
PH 225,Main,10.0,8.0,,,11.0,9.0,11.0,4.0,2.0,,10.0,,,,65
PH 225,M,1.0,,,,,,,,,,,,,,1
PH 232,Main,46.0,8.0,,,2.0,,,,,,2.0,1.0,,,59
PH 252,M,2.0,2.0,,,,4.0,,2.0,1.0,,,,,,11
PH 303,Main,9.0,3.0,,,,,,,,,,1.0,,,13
PH 312,Main,9.0,7.0,,,9.0,10.0,4.0,3.0,3.0,,8.0,6.0,,,59
PH 314,Main,4.0,10.0,,,9.0,18.0,16.0,5.0,,,,,,,62
PH 408,Main,9.0,13.0,,,6.0,12.0,6.0,9.0,6.0,,3.0,1.0,,,65
PH 410,Main,9.0,9.0,1.0,,9.0,15.0,10.0,3.0,2.0,,,,,,58
PH 418,Main,6.0,13.0,1.0,,15.0,15.0,12.0,5.0,3.0,,1.0,,,,71
PH 422,Main,1.0,6.0,,,11.0,3.0,22.0,13.0,6.0,,4.0,,,,66
PH 441,Main,47.0,9.0,,,1.0,,,,,,,,,,57
PH 447,Main,24.0,25.0,,,9.0,4.0,,,,,1.0,,,,63
PH 500,Main,4.0,5.0,,,4.0,,,,,,,,,,13
PH 510,Main,6.0,10.0,,,17.0,7.0,11.0,3.0,4.0,,3.0,,,,61
PH 510,M,,,,,,,,,1.0,,,,,,1
PH 515,Main,,,,,1.0,,1.0,,3.0,,,,,,5
PH 527,Main,22.0,28.0,,,7.0,1.0,,,,,,,,,58
PH 530,Main,8.0,17.0,,,15.0,18.0,2.0,10.0,1.0,,1.0,1.0,,,73
PH 540,Main,3.0,1.0,,,1.0,2.0,4.0,2.0,3.0,,,,,,16
PH 544,Main,2.0,4.0,,,6.0,6.0,11.0,8.0,4.0,,1.0,,,,42
PH 550,Main,4.0,4.0,,,2.0,1.0,,,,,,1.0,,,12
PH 554,Main,4.0,3.0,,,8.0,4.0,,,,,,,,,19
PH 562,Main,1.0,3.0,,,3.0,3.0,1.0,,,,,,,,11
PH 566,Main,3.0,1.0,,1.0,3.0,2.0,1.0,,1.0,,1.0,,,,13
PH 572,Main,1.0,2.0,,1.0,3.0,,1.0,1.0,,,,,,,9
PH 574,Main,4.0,3.0,,,4.0,11.0,13.0,32.0,5.0,,1.0,4.0,,,77
PH 576,Main,1.0,3.0,,,9.0,2.0,3.0,,,,1.0,,,,19
PH 578,Main,5.0,4.0,,,2.0,3.0,6.0,5.0,7.0,,1.0,,,,33
PH 580,Main,21.0,24.0,,1.0,11.0,12.0,13.0,1.0,1.0,1.0,,4.0,,,89
PH 587,Main,7.0,10.0,,,2.0,,,,,,,2.0,,,21
PH 588,Main,14.0,2.0,,,1.0,,,,,,,1.0,,,18
PH 596,Main,20.0,14.0,,,4.0,1.0,,,,,,,,,39
PH 601,Main,1.0,5.0,,2.0,3.0,,2.0,,,,,,,,13
PH 819,Main,1.0,4.0,,,5.0,11.0,1.0,1.0,,,1.0,,,,24
PH 899,Main,,,,,,,,,,,,,,40.0,40
PHS802,Main,2.0,4.0,,,1.0,,,,,,1.0,1.0,,,9
PS 602,Main,,6.0,,,2.0,,,,,,,,,,8
PS 607,Main,3.0,7.0,,,3.0,,,,,,,,,,13
PS 610,Main,,11.0,,,10.0,,,,,,,,,,21
PS 619,Main,4.0,6.0,,1.0,,4.0,3.0,3.0,2.0,,2.0,,,,25
PS 619,M,,,,,1.0,1.0,,1.0,,,,,,,3
PS 630,Main,1.0,11.0,,,4.0,1.0,3.0,,,,,,,,20
PS 633,Main,4.0,5.0,,,10.0,1.0,,,,,,,,,20
PS 636,Main,5.0,4.0,,,5.0,3.0,1.0,,,,,,,,18
PS 637,Main,12.0,14.0,,,12.0,1.0,,,,,,,,,39
PS 642,Main,5.0,9.0,,,8.0,,,,,,1.0,,,,23
PS 644,Main,18.0,10.0,,2.0,9.0,,,,,,,,,,39
PS 649,Main,6.0,5.0,,,,,,,,,,,,,11
PS 651,Main,1.0,3.0,,,2.0,,,,,,,1.0,,,7
PS 657,Main,4.0,4.0,1.0,1.0,15.0,8.0,9.0,4.0,2.0,2.0,,,,,50
PS 658,Main,5.0,13.0,,,2.0,,,,,,,,,,20
PS 694,Main,1.0,6.0,,,5.0,,1.0,,,,,,,,13
PS 701,Main,2.0,3.0,,1.0,7.0,6.0,1.0,1.0,,,,,,,21
PS 801,Main,3.0,5.0,,,6.0,3.0,,,,3.0,,,,,20
PS 899,Main,,,,,,,,,,,,,,20.0,20
PSS802,Main,1.0,4.0,,,2.0,,,,,,,,,,7
SC 202,M,3.0,3.0,,,5.0,8.0,3.0,,1.0,,,,,,23
SC 602,Main,2.0,5.0,,1.0,19.0,12.0,3.0,1.0,1.0,,1.0,,,,45
SC 602,M,,2.0,,,2.0,4.0,3.0,,1.0,,,,,,12
SC 607,Main,,4.0,,,4.0,15.0,8.0,7.0,1.0,,,,,,39
SC 607,M,1.0,,,,2.0,2.0,1.0,2.0,2.0,,,,,,10
SC 624,Main,,2.0,,,2.0,2.0,1.0,,,,4.0,,,,11
SC 624,M,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,6
SC 626,Main,3.0,11.0,,,11.0,1.0,,,,,,,,,26
SC 646,Main,,7.0,,,5.0,16.0,7.0,,,,,,,,35
SC 646,M,5.0,6.0,1.0,,4.0,7.0,4.0,,,,,,,,27
SC 651,Main,11.0,10.0,,,15.0,5.0,,,,,,,,,41
SC 651,M,3.0,1.0,,,,3.0,,,,,,,,,7
SC 664,Main,1.0,1.0,,,2.0,1.0,,,1.0,,,,,,6
SC 664,M,,,,,,1.0,,,1.0,,,,,,2
SC 691,Main,4.0,,,,,,,,,,,,,,4
SCS801,Main,2.0,,,,,1.0,,,,,1.0,1.0,,,5
SCS802,Main,1.0,,,,,,,,,,,,,,1
TD 390,Main,6.0,3.0,,,8.0,,,,,,,,,,17
TD 490,Main,4.0,2.0,,,,,,,,,1.0,,,,7
TD 604,Main,6.0,7.0,,,11.0,9.0,2.0,2.0,,,,,,,37
TD 619,Main,7.0,15.0,,1.0,14.0,2.0,,1.0,1.0,,1.0,,,,42
TD 620,Main,2.0,9.0,,,10.0,4.0,4.0,,,,,,,,29
TD 626,Main,9.0,23.0,,,2.0,,,,,,,,,,34
TD 626,M,,3.0,,,1.0,,,,,,,,,,4
TD 627,Main,5.0,17.0,,,6.0,1.0,,,,,,,,,29
TD 630,Main,9.0,12.0,,,12.0,7.0,5.0,1.0,,,,,,,46
TD 632,Main,6.0,9.0,,,17.0,10.0,6.0,2.0,,,,1.0,,,51
TD 634,Main,5.0,11.0,,,3.0,1.0,,,,,,,,,20
TD 639,Main,22.0,48.0,,,59.0,77.0,42.0,16.0,9.0,2.0,6.0,,,,281
TD 640,Main,5.0,29.0,,1.0,87.0,55.0,31.0,21.0,32.0,,6.0,,,,267
TD 643,Main,9.0,10.0,,,13.0,8.0,18.0,10.0,3.0,,7.0,,,,78
TD 653,Main,13.0,40.0,,,30.0,29.0,63.0,28.0,24.0,,4.0,,,,231
TD 656,Main,10.0,16.0,,,19.0,13.0,10.0,6.0,1.0,,,2.0,,,77
TD 694,Main,16.0,9.0,,,10.0,3.0,,,,,1.0,,,,39
TDE602,Main,2.0,1.0,,,1.0,,,,,,,,,,4
TDE604,Main,1.0,2.0,,,1.0,,,,,,,,,,4
TDE608,Main,3.0,1.0,,,,,,,,,,,,,4
TDE609,Main,,2.0,,,2.0,,,,,,,,,,4
TDE611,Main,1.0,,,,,,,1.0,,,,,,,2
TDE612,Main,1.0,2.0,,,1.0,,,,,,,,,,4
